latitude,longitude,,,,,
13.5779,100.8565,,,,,
13.5779,100.8565,,,,,
13.5779,100.8565,,,,,
13.5779,100.8566,,,,,
13.5779,100.8566,,,,,
13.5779,100.8566,,,,,
13.5779,100.8566,,,,,
13.5779,100.8566,,,,,
13.5779,100.8566,,,,,
13.5779,100.8567,,,,,
13.5779,100.8567,,,,,
13.5779,100.8567,,,,,
13.5779,100.8567,,,,,
13.5779,100.8567,,,,,
13.5779,100.8568,,,,,
13.5778,100.8568,,,,,
13.5778,100.8569,,,,,
13.5778,100.8569,,,,,
13.5778,100.857,,,,,
13.5778,100.857,,,,,
13.5778,100.8571,,,,,
13.5778,100.8571,,,,,
13.5778,100.8571,,,,,
13.5778,100.8571,,,,,
13.5778,100.8571,,,,,
13.5778,100.8571,,,,,
13.5778,100.8571,,,,,
13.5778,100.8571,,,,,
13.5778,100.8571,,,,,
13.5778,100.8572,,,,,
13.5778,100.8572,,,,,
13.5778,100.8572,,,,,
13.5778,100.8572,,,,,
13.5779,100.8573,,,,,
13.5779,100.8573,,,,,
13.5779,100.8573,,,,,
13.5779,100.8573,,,,,
13.578,100.8573,,,,,
13.578,100.8573,,,,,
13.578,100.8573,,,,,
13.578,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5781,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5782,100.8573,,,,,
13.5783,100.8573,,,,,
13.5783,100.8573,,,,,
13.5784,100.8573,,,,,
13.5785,100.8573,,,,,
13.5785,100.8574,,,,,
13.5786,100.8574,,,,,
13.5787,100.8574,,,,,
13.5787,100.8574,,,,,
13.5788,100.8574,,,,,
13.5789,100.8574,,,,,
13.579,100.8574,,,,,
13.5791,100.8574,,,,,
13.5792,100.8575,,,,,
13.5793,100.8575,,,,,
13.5793,100.8575,,,,,
13.5794,100.8575,,,,,
13.5795,100.8575,,,,,
13.5795,100.8575,,,,,
13.5796,100.8575,,,,,
13.5796,100.8575,,,,,
13.5797,100.8575,,,,,
13.5797,100.8575,,,,,
13.5797,100.8576,,,,,
13.5798,100.8576,,,,,
13.5798,100.8576,,,,,
13.5799,100.8576,,,,,
13.5799,100.8576,,,,,
13.58,100.8576,,,,,
13.5801,100.8576,,,,,
13.5802,100.8576,,,,,
13.5802,100.8576,,,,,
13.5803,100.8576,,,,,
13.5804,100.8577,,,,,
13.5805,100.8577,,,,,
13.5806,100.8577,,,,,
13.5807,100.8577,,,,,
13.5808,100.8577,,,,,
13.5809,100.8577,,,,,
13.581,100.8578,,,,,
13.5811,100.8578,,,,,
13.5812,100.8578,,,,,
13.5813,100.8579,,,,,
13.5813,100.8579,,,,,
13.5814,100.858,,,,,
13.5815,100.8581,,,,,
13.5816,100.8581,,,,,
13.5817,100.8582,,,,,
13.5818,100.8583,,,,,
13.5819,100.8584,,,,,
13.582,100.8584,,,,,
13.5821,100.8585,,,,,
13.5822,100.8586,,,,,
13.5823,100.8587,,,,,
13.5824,100.8587,,,,,
13.5824,100.8588,,,,,
13.5825,100.8589,,,,,
13.5826,100.8589,,,,,
13.5826,100.859,,,,,
13.5827,100.859,,,,,
13.5827,100.859,,,,,
13.5827,100.859,,,,,
13.5827,100.859,,,,,
13.5828,100.859,,,,,
13.5828,100.859,,,,,
13.5828,100.8591,,,,,
13.5828,100.8591,,,,,
13.5828,100.8591,,,,,
13.5828,100.8591,,,,,
13.5828,100.8591,,,,,
13.5828,100.8591,,,,,
13.5829,100.8591,,,,,
13.5829,100.8591,,,,,
13.5829,100.8591,,,,,
13.5829,100.8591,,,,,
13.5829,100.859,,,,,
13.5829,100.859,,,,,
13.5829,100.859,,,,,
13.583,100.8589,,,,,
13.583,100.8588,,,,,
13.583,100.8588,,,,,
13.583,100.8587,,,,,
13.583,100.8586,,,,,
13.5831,100.8585,,,,,
13.5831,100.8584,,,,,
13.5831,100.8583,,,,,
13.5831,100.8582,,,,,
13.5832,100.8581,,,,,
13.5832,100.858,,,,,
13.5832,100.8579,,,,,
13.5832,100.8578,,,,,
13.5832,100.8576,,,,,
13.5833,100.8575,,,,,
13.5833,100.8574,,,,,
13.5833,100.8573,,,,,
13.5834,100.8571,,,,,
13.5834,100.857,,,,,
13.5834,100.8569,,,,,
13.5835,100.8568,,,,,
13.5835,100.8567,,,,,
13.5835,100.8565,,,,,
13.5835,100.8564,,,,,
13.5836,100.8563,,,,,
13.5836,100.8562,,,,,
13.5836,100.8561,,,,,
13.5836,100.856,,,,,
13.5837,100.8559,,,,,
13.5837,100.8557,,,,,
13.5837,100.8556,,,,,
13.5837,100.8555,,,,,
13.5838,100.8554,,,,,
13.5838,100.8553,,,,,
13.5838,100.8552,,,,,
13.5838,100.855,,,,,
13.5838,100.8549,,,,,
13.5839,100.8548,,,,,
13.5839,100.8547,,,,,
13.5839,100.8546,,,,,
13.584,100.8544,,,,,
13.584,100.8543,,,,,
13.584,100.8542,,,,,
13.584,100.8541,,,,,
13.5841,100.8539,,,,,
13.5841,100.8538,,,,,
13.5841,100.8536,,,,,
13.5842,100.8535,,,,,
13.5842,100.8534,,,,,
13.5842,100.8532,,,,,
13.5843,100.8531,,,,,
13.5843,100.8529,,,,,
13.5843,100.8528,,,,,
13.5843,100.8526,,,,,
13.5844,100.8525,,,,,
13.5844,100.8523,,,,,
13.5844,100.8522,,,,,
13.5845,100.852,,,,,
13.5845,100.8519,,,,,
13.5845,100.8517,,,,,
13.5846,100.8516,,,,,
13.5846,100.8514,,,,,
13.5846,100.8513,,,,,
13.5847,100.8511,,,,,
13.5847,100.851,,,,,
13.5847,100.8508,,,,,
13.5848,100.8507,,,,,
13.5848,100.8506,,,,,
13.5848,100.8504,,,,,
13.5848,100.8503,,,,,
13.5849,100.8502,,,,,
13.5849,100.8501,,,,,
13.5849,100.85,,,,,
13.5849,100.8499,,,,,
13.5849,100.8498,,,,,
13.585,100.8497,,,,,
13.585,100.8496,,,,,
13.585,100.8495,,,,,
13.585,100.8494,,,,,
13.585,100.8493,,,,,
13.585,100.8492,,,,,
13.5851,100.8491,,,,,
13.5851,100.849,,,,,
13.5851,100.8489,,,,,
13.5851,100.8488,,,,,
13.5852,100.8486,,,,,
13.5852,100.8485,,,,,
13.5852,100.8484,,,,,
13.5852,100.8482,,,,,
13.5853,100.8481,,,,,
13.5853,100.8479,,,,,
13.5853,100.8478,,,,,
13.5854,100.8477,,,,,
13.5854,100.8475,,,,,
13.5854,100.8474,,,,,
13.5854,100.8473,,,,,
13.5855,100.8472,,,,,
13.5855,100.847,,,,,
13.5855,100.8469,,,,,
13.5855,100.8468,,,,,
13.5856,100.8467,,,,,
13.5856,100.8466,,,,,
13.5856,100.8465,,,,,
13.5856,100.8463,,,,,
13.5857,100.8462,,,,,
13.5857,100.8461,,,,,
13.5857,100.846,,,,,
13.5857,100.8459,,,,,
13.5857,100.8458,,,,,
13.5858,100.8457,,,,,
13.5858,100.8456,,,,,
13.5858,100.8455,,,,,
13.5858,100.8454,,,,,
13.5859,100.8453,,,,,
13.5859,100.8452,,,,,
13.5859,100.8451,,,,,
13.5859,100.845,,,,,
13.5859,100.8449,,,,,
13.5859,100.8449,,,,,
13.586,100.8448,,,,,
13.586,100.8447,,,,,
13.586,100.8446,,,,,
13.586,100.8446,,,,,
13.586,100.8445,,,,,
13.586,100.8444,,,,,
13.5861,100.8443,,,,,
13.5861,100.8443,,,,,
13.5861,100.8442,,,,,
13.5861,100.8442,,,,,
13.5861,100.8441,,,,,
13.5861,100.8441,,,,,
13.5861,100.844,,,,,
13.5862,100.844,,,,,
13.5862,100.8439,,,,,
13.5862,100.8439,,,,,
13.5862,100.8439,,,,,
13.5862,100.8439,,,,,
13.5862,100.8439,,,,,
13.5861,100.8439,,,,,
13.5861,100.8438,,,,,
13.5861,100.8438,,,,,
13.5861,100.8438,,,,,
13.5861,100.8438,,,,,
13.5861,100.8438,,,,,
13.5861,100.8438,,,,,
13.5861,100.8438,,,,,
13.586,100.8437,,,,,
13.586,100.8437,,,,,
13.586,100.8437,,,,,
13.586,100.8437,,,,,
13.586,100.8437,,,,,
13.586,100.8437,,,,,
13.586,100.8437,,,,,
13.586,100.8437,,,,,
13.586,100.8437,,,,,
13.586,100.8437,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8436,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8435,,,,,
13.586,100.8434,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8433,,,,,
13.5861,100.8434,,,,,
13.5861,100.8434,,,,,
13.5861,100.8434,,,,,
13.5861,100.8434,,,,,
13.5861,100.8434,,,,,
13.5861,100.8434,,,,,
13.5861,100.8434,,,,,
13.5861,100.8434,,,,,
13.5862,100.8434,,,,,
13.5862,100.8434,,,,,
13.5862,100.8434,,,,,
13.5863,100.8434,,,,,
13.5863,100.8434,,,,,
13.5863,100.8434,,,,,
13.5863,100.8434,,,,,
13.5863,100.8434,,,,,
13.5863,100.8434,,,,,
13.5863,100.8433,,,,,
13.5863,100.8433,,,,,
13.5864,100.8432,,,,,
13.5864,100.8431,,,,,
13.5864,100.843,,,,,
13.5864,100.8429,,,,,
13.5864,100.8428,,,,,
13.5865,100.8427,,,,,
13.5865,100.8425,,,,,
13.5865,100.8425,,,,,
13.5866,100.8424,,,,,
13.5866,100.8422,,,,,
13.5866,100.8421,,,,,
13.5867,100.842,,,,,
13.5867,100.8418,,,,,
13.5867,100.8417,,,,,
13.5868,100.8415,,,,,
13.5868,100.8414,,,,,
13.5868,100.8412,,,,,
13.5869,100.841,,,,,
13.5869,100.8409,,,,,
13.5869,100.8407,,,,,
13.587,100.8405,,,,,
13.587,100.8404,,,,,
13.587,100.8402,,,,,
13.5871,100.84,,,,,
13.5871,100.8399,,,,,
13.5871,100.8397,,,,,
13.5872,100.8395,,,,,
13.5872,100.8394,,,,,
13.5873,100.8393,,,,,
13.5873,100.8391,,,,,
13.5873,100.839,,,,,
13.5874,100.8388,,,,,
13.5874,100.8387,,,,,
13.5874,100.8385,,,,,
13.5874,100.8384,,,,,
13.5875,100.8382,,,,,
13.5875,100.8381,,,,,
13.5875,100.838,,,,,
13.5876,100.8379,,,,,
13.5876,100.8378,,,,,
13.5876,100.8377,,,,,
13.5876,100.8376,,,,,
13.5876,100.8375,,,,,
13.5876,100.8375,,,,,
13.5876,100.8374,,,,,
13.5877,100.8374,,,,,
13.5877,100.8373,,,,,
13.5877,100.8373,,,,,
13.5877,100.8372,,,,,
13.5877,100.8372,,,,,
13.5877,100.8371,,,,,
13.5877,100.837,,,,,
13.5877,100.8369,,,,,
13.5877,100.8369,,,,,
13.5877,100.8368,,,,,
13.5878,100.8367,,,,,
13.5878,100.8366,,,,,
13.5878,100.8365,,,,,
13.5878,100.8364,,,,,
13.5878,100.8363,,,,,
13.5878,100.8362,,,,,
13.5879,100.8361,,,,,
13.5879,100.836,,,,,
13.5879,100.8359,,,,,
13.5879,100.8358,,,,,
13.588,100.8357,,,,,
13.588,100.8356,,,,,
13.588,100.8355,,,,,
13.588,100.8354,,,,,
13.588,100.8353,,,,,
13.5881,100.8353,,,,,
13.5881,100.8352,,,,,
13.5881,100.8351,,,,,
13.5882,100.835,,,,,
13.5882,100.8349,,,,,
13.5882,100.8347,,,,,
13.5882,100.8346,,,,,
13.5883,100.8344,,,,,
13.5883,100.8343,,,,,
13.5883,100.8342,,,,,
13.5884,100.834,,,,,
13.5884,100.8339,,,,,
13.5884,100.8338,,,,,
13.5884,100.8337,,,,,
13.5884,100.8337,,,,,
13.5884,100.8336,,,,,
13.5884,100.8336,,,,,
13.5884,100.8336,,,,,
13.5884,100.8336,,,,,
13.5884,100.8335,,,,,
13.5885,100.8334,,,,,
13.5885,100.8334,,,,,
13.5885,100.8333,,,,,
13.5885,100.8332,,,,,
13.5885,100.8331,,,,,
13.5885,100.833,,,,,
13.5885,100.833,,,,,
13.5885,100.8329,,,,,
13.5885,100.8328,,,,,
13.5886,100.8327,,,,,
13.5886,100.8326,,,,,
13.5886,100.8325,,,,,
13.5886,100.8323,,,,,
13.5887,100.8322,,,,,
13.5887,100.832,,,,,
13.5887,100.8319,,,,,
13.5888,100.8317,,,,,
13.5888,100.8316,,,,,
13.5888,100.8314,,,,,
13.5889,100.8312,,,,,
13.5889,100.8311,,,,,
13.5889,100.8309,,,,,
13.589,100.8308,,,,,
13.589,100.8306,,,,,
13.589,100.8305,,,,,
13.5891,100.8303,,,,,
13.5891,100.8302,,,,,
13.5891,100.83,,,,,
13.5892,100.8299,,,,,
13.5892,100.8298,,,,,
13.5892,100.8298,,,,,
13.5892,100.8297,,,,,
13.5893,100.8296,,,,,
13.5893,100.8295,,,,,
13.5893,100.8294,,,,,
13.5893,100.8293,,,,,
13.5894,100.8291,,,,,
13.5894,100.829,,,,,
13.5894,100.8288,,,,,
13.5894,100.8287,,,,,
13.5895,100.8285,,,,,
13.5895,100.8284,,,,,
13.5895,100.8282,,,,,
13.5896,100.828,,,,,
13.5896,100.8278,,,,,
13.5896,100.8276,,,,,
13.5897,100.8275,,,,,
13.5897,100.8273,,,,,
13.5898,100.8271,,,,,
13.5898,100.827,,,,,
13.5899,100.8268,,,,,
13.5899,100.8266,,,,,
13.5899,100.8265,,,,,
13.59,100.8263,,,,,
13.59,100.8261,,,,,
13.59,100.826,,,,,
13.5901,100.8258,,,,,
13.5901,100.8257,,,,,
13.5901,100.8255,,,,,
13.5902,100.8254,,,,,
13.5902,100.8253,,,,,
13.5902,100.8251,,,,,
13.5902,100.825,,,,,
13.5903,100.8248,,,,,
13.5903,100.8247,,,,,
13.5903,100.8246,,,,,
13.5904,100.8244,,,,,
13.5904,100.8243,,,,,
13.5904,100.8241,,,,,
13.5905,100.824,,,,,
13.5905,100.8238,,,,,
13.5905,100.8237,,,,,
13.5906,100.8236,,,,,
13.5906,100.8234,,,,,
13.5907,100.8233,,,,,
13.5907,100.8231,,,,,
13.5907,100.823,,,,,
13.5908,100.8228,,,,,
13.5908,100.8227,,,,,
13.5909,100.8225,,,,,
13.5909,100.8223,,,,,
13.5909,100.8221,,,,,
13.591,100.822,,,,,
13.591,100.8218,,,,,
13.591,100.8217,,,,,
13.5911,100.8215,,,,,
13.5911,100.8213,,,,,
13.5911,100.8212,,,,,
13.5912,100.821,,,,,
13.5912,100.8208,,,,,
13.5912,100.8207,,,,,
13.5913,100.8205,,,,,
13.5913,100.8203,,,,,
13.5914,100.8202,,,,,
13.5914,100.82,,,,,
13.5914,100.8198,,,,,
13.5915,100.8197,,,,,
13.5915,100.8195,,,,,
13.5915,100.8194,,,,,
13.5916,100.8192,,,,,
13.5916,100.819,,,,,
13.5916,100.8189,,,,,
13.5917,100.8187,,,,,
13.5917,100.8186,,,,,
13.5917,100.8185,,,,,
13.5917,100.8183,,,,,
13.5918,100.8182,,,,,
13.5918,100.818,,,,,
13.5918,100.8179,,,,,
13.5918,100.8177,,,,,
13.5919,100.8176,,,,,
13.5919,100.8175,,,,,
13.5919,100.8173,,,,,
13.5919,100.8172,,,,,
13.592,100.8171,,,,,
13.592,100.817,,,,,
13.592,100.8169,,,,,
13.592,100.8168,,,,,
13.5921,100.8167,,,,,
13.5921,100.8166,,,,,
13.5921,100.8165,,,,,
13.5921,100.8165,,,,,
13.5921,100.8164,,,,,
13.5921,100.8164,,,,,
13.5921,100.8164,,,,,
13.5922,100.8163,,,,,
13.5922,100.8162,,,,,
13.5922,100.8162,,,,,
13.5922,100.8161,,,,,
13.5922,100.8161,,,,,
13.5922,100.8161,,,,,
13.5922,100.816,,,,,
13.5922,100.816,,,,,
13.5922,100.8159,,,,,
13.5922,100.8159,,,,,
13.5922,100.8159,,,,,
13.5922,100.8158,,,,,
13.5922,100.8158,,,,,
13.5922,100.8158,,,,,
13.5922,100.8157,,,,,
13.5923,100.8157,,,,,
13.5923,100.8157,,,,,
13.5923,100.8156,,,,,
13.5923,100.8156,,,,,
13.5923,100.8155,,,,,
13.5923,100.8155,,,,,
13.5923,100.8154,,,,,
13.5923,100.8154,,,,,
13.5923,100.8153,,,,,
13.5923,100.8153,,,,,
13.5923,100.8152,,,,,
13.5924,100.8152,,,,,
13.5924,100.8152,,,,,
13.5924,100.8151,,,,,
13.5924,100.8151,,,,,
13.5924,100.815,,,,,
13.5924,100.815,,,,,
13.5924,100.8149,,,,,
13.5924,100.8149,,,,,
13.5924,100.8148,,,,,
13.5924,100.8148,,,,,
13.5924,100.8147,,,,,
13.5924,100.8147,,,,,
13.5924,100.8147,,,,,
13.5925,100.8146,,,,,
13.5925,100.8146,,,,,
13.5925,100.8145,,,,,
13.5925,100.8145,,,,,
13.5925,100.8144,,,,,
13.5925,100.8144,,,,,
13.5925,100.8143,,,,,
13.5926,100.8142,,,,,
13.5926,100.8141,,,,,
13.5926,100.8141,,,,,
13.5926,100.814,,,,,
13.5927,100.8139,,,,,
13.5927,100.8138,,,,,
13.5927,100.8136,,,,,
13.5927,100.8135,,,,,
13.5928,100.8134,,,,,
13.5928,100.8133,,,,,
13.5928,100.8131,,,,,
13.5929,100.813,,,,,
13.5929,100.8128,,,,,
13.5929,100.8127,,,,,
13.5929,100.8126,,,,,
13.593,100.8124,,,,,
13.593,100.8123,,,,,
13.5931,100.8121,,,,,
13.5931,100.812,,,,,
13.5931,100.8118,,,,,
13.5932,100.8117,,,,,
13.5932,100.8115,,,,,
13.5933,100.8113,,,,,
13.5933,100.8111,,,,,
13.5934,100.811,,,,,
13.5934,100.8108,,,,,
13.5935,100.8106,,,,,
13.5935,100.8104,,,,,
13.5936,100.8102,,,,,
13.5936,100.81,,,,,
13.5936,100.8098,,,,,
13.5937,100.8096,,,,,
13.5937,100.8094,,,,,
13.5938,100.8092,,,,,
13.5938,100.809,,,,,
13.5939,100.8088,,,,,
13.594,100.8086,,,,,
13.5941,100.8084,,,,,
13.5942,100.8082,,,,,
13.5943,100.8081,,,,,
13.5944,100.808,,,,,
13.5945,100.8078,,,,,
13.5945,100.8077,,,,,
13.5945,100.8075,,,,,
13.5946,100.8074,,,,,
13.5946,100.8072,,,,,
13.5946,100.8071,,,,,
13.5947,100.8069,,,,,
13.5947,100.8066,,,,,
13.5947,100.8064,,,,,
13.5947,100.8063,,,,,
13.5947,100.8062,,,,,
13.5947,100.8061,,,,,
13.5946,100.8059,,,,,
13.5947,100.8055,,,,,
13.5948,100.8052,,,,,
13.5948,100.805,,,,,
13.5949,100.8048,,,,,
13.5949,100.8044,,,,,
13.595,100.8042,,,,,
13.5951,100.8039,,,,,
13.5952,100.8037,,,,,
13.5953,100.8034,,,,,
13.5953,100.8032,,,,,
13.5954,100.803,,,,,
13.5955,100.8027,,,,,
13.5956,100.8025,,,,,
13.5957,100.8023,,,,,
13.5958,100.8021,,,,,
13.5959,100.8018,,,,,
13.5959,100.8016,,,,,
13.596,100.8014,,,,,
13.5961,100.8011,,,,,
13.5962,100.8009,,,,,
13.5963,100.8006,,,,,
13.5964,100.8004,,,,,
13.5964,100.8001,,,,,
13.5965,100.7999,,,,,
13.5966,100.7997,,,,,
13.5967,100.7994,,,,,
13.5968,100.7992,,,,,
13.5968,100.799,,,,,
13.5969,100.7987,,,,,
13.597,100.7985,,,,,
13.5971,100.7983,,,,,
13.5972,100.798,,,,,
13.5972,100.7978,,,,,
13.5973,100.7976,,,,,
13.5974,100.7974,,,,,
13.5975,100.7972,,,,,
13.5975,100.797,,,,,
13.5976,100.7967,,,,,
13.5977,100.7965,,,,,
13.5977,100.7963,,,,,
13.5978,100.7961,,,,,
13.5979,100.7959,,,,,
13.598,100.7957,,,,,
13.5981,100.7954,,,,,
13.5982,100.7952,,,,,
13.5982,100.795,,,,,
13.5983,100.7947,,,,,
13.5984,100.7945,,,,,
13.5985,100.7942,,,,,
13.5986,100.794,,,,,
13.5987,100.7938,,,,,
13.5987,100.7935,,,,,
13.5988,100.7933,,,,,
13.5989,100.793,,,,,
13.599,100.7928,,,,,
13.5991,100.7926,,,,,
13.5992,100.7924,,,,,
13.5993,100.7921,,,,,
13.5993,100.7919,,,,,
13.5994,100.7917,,,,,
13.5995,100.7915,,,,,
13.5996,100.7912,,,,,
13.5997,100.791,,,,,
13.5997,100.7908,,,,,
13.5998,100.7906,,,,,
13.5999,100.7904,,,,,
13.6,100.7902,,,,,
13.6,100.7899,,,,,
13.6001,100.7897,,,,,
13.6002,100.7895,,,,,
13.6003,100.7893,,,,,
13.6003,100.7891,,,,,
13.6004,100.7889,,,,,
13.6005,100.7887,,,,,
13.6006,100.7884,,,,,
13.6006,100.7882,,,,,
13.6007,100.788,,,,,
13.6008,100.7878,,,,,
13.6009,100.7876,,,,,
13.6009,100.7873,,,,,
13.601,100.7871,,,,,
13.6011,100.7869,,,,,
13.6012,100.7867,,,,,
13.6013,100.7865,,,,,
13.6013,100.7863,,,,,
13.6014,100.786,,,,,
13.6015,100.7858,,,,,
13.6016,100.7856,,,,,
13.6016,100.7854,,,,,
13.6017,100.7852,,,,,
13.6018,100.785,,,,,
13.6019,100.7848,,,,,
13.602,100.7845,,,,,
13.602,100.7843,,,,,
13.6021,100.7841,,,,,
13.6022,100.7839,,,,,
13.6023,100.7837,,,,,
13.6024,100.7835,,,,,
13.6024,100.7833,,,,,
13.6025,100.7831,,,,,
13.6026,100.7829,,,,,
13.6027,100.7827,,,,,
13.6027,100.7825,,,,,
13.6028,100.7823,,,,,
13.6029,100.7821,,,,,
13.6029,100.7819,,,,,
13.603,100.7817,,,,,
13.6031,100.7815,,,,,
13.6032,100.7812,,,,,
13.6032,100.781,,,,,
